	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0021938					MGG_15740-t26_1-p1				
OG0021939					MGG_15741-t26_1-p1				
OG0021940					MGG_15742-t26_1-p1				
OG0021941					MGG_15743-t26_1-p1				
OG0021942					MGG_15744-t26_1-p1				
OG0021943					MGG_15746-t26_1-p1				
OG0021944					MGG_15747-t26_1-p1				
OG0021945					MGG_15750-t26_1-p1				
OG0021946					MGG_15751-t26_1-p1				
OG0021947					MGG_15752-t26_1-p1				
OG0021948					MGG_15754-t26_1-p1				
OG0021949					MGG_15756-t26_1-p1				
OG0021950					MGG_15757-t26_1-p1				
OG0021951					MGG_15758-t26_1-p1				
OG0021952					MGG_15761-t26_1-p1				
OG0021953					MGG_15762-t26_1-p1				
OG0021954					MGG_15763-t26_1-p1				
OG0021955					MGG_15764-t26_1-p1				
OG0021956					MGG_15765-t26_1-p1				
OG0021957					MGG_15766-t26_1-p1				
OG0021958					MGG_15769-t26_1-p1				
OG0021959					MGG_15770-t26_1-p1				
OG0021960					MGG_15771-t26_1-p1				
OG0021961					MGG_15772-t26_1-p1				
OG0021962					MGG_15773-t26_1-p1				
OG0021963					MGG_15775-t26_1-p1				
OG0021964					MGG_15775-t26_2-p1				
OG0021965					MGG_15776-t26_1-p1				
OG0021966					MGG_15777-t26_1-p1				
OG0021967					MGG_15777-t26_2-p1				
OG0021968					MGG_15778-t26_1-p1				
OG0021969					MGG_15779-t26_1-p1				
OG0021970					MGG_15780-t26_1-p1				
OG0021971					MGG_15781-t26_1-p1				
OG0021972					MGG_15782-t26_1-p1				
OG0021973					MGG_15783-t26_1-p1				
OG0021974					MGG_15784-t26_1-p1				
OG0021975					MGG_15785-t26_1-p1				
OG0021976					MGG_15793-t26_1-p1				
OG0021977					MGG_15796-t26_1-p1				
OG0021978					MGG_15797-t26_1-p1				
OG0021979					MGG_15798-t26_1-p1				
OG0021980					MGG_15799-t26_1-p1				
OG0021981					MGG_15800-t26_1-p1				
OG0021982					MGG_15801-t26_1-p1				
OG0021983					MGG_15802-t26_1-p1				
OG0021984					MGG_15803-t26_1-p1				
OG0021985					MGG_15804-t26_1-p1				
OG0021986					MGG_15805-t26_1-p1				
OG0021987					MGG_15806-t26_1-p1				
OG0021988					MGG_15807-t26_1-p1				
OG0021989					MGG_15808-t26_1-p1				
OG0021990					MGG_15809-t26_1-p1				
OG0021991					MGG_15812-t26_1-p1				
OG0021992					MGG_15813-t26_1-p1				
OG0021993					MGG_15815-t26_1-p1				
OG0021994					MGG_15816-t26_1-p1				
OG0021995					MGG_15817-t26_1-p1				
OG0021996					MGG_15818-t26_1-p1				
OG0021997					MGG_15819-t26_1-p1				
OG0021998					MGG_15820-t26_1-p1				
OG0021999					MGG_15821-t26_1-p1				
OG0022000					MGG_15822-t26_1-p1				
OG0022001					MGG_15823-t26_1-p1				
OG0022002					MGG_15824-t26_1-p1				
OG0022003					MGG_15826-t26_1-p1				
OG0022004					MGG_15827-t26_1-p1				
OG0022005					MGG_15828-t26_1-p1				
OG0022006					MGG_15829-t26_1-p1				
OG0022007					MGG_15832-t26_1-p1				
OG0022008					MGG_15833-t26_1-p1				
OG0022009					MGG_15834-t26_1-p1				
OG0022010					MGG_15835-t26_1-p1				
OG0022011					MGG_15836-t26_1-p1				
OG0022012					MGG_15839-t26_1-p1				
OG0022013					MGG_15840-t26_1-p1				
OG0022014					MGG_15842-t26_1-p1				
OG0022015					MGG_15843-t26_1-p1				
OG0022016					MGG_15844-t26_1-p1				
OG0022017					MGG_15845-t26_1-p1				
OG0022018					MGG_15846-t26_1-p1				
OG0022019					MGG_15847-t26_1-p1				
OG0022020					MGG_15848-t26_1-p1				
OG0022021					MGG_15849-t26_1-p1				
OG0022022					MGG_15850-t26_1-p1				
OG0022023					MGG_15851-t26_1-p1				
OG0022024					MGG_15854-t26_1-p1				
OG0022025					MGG_15855-t26_1-p1				
OG0022026					MGG_15856-t26_1-p1				
OG0022027					MGG_15857-t26_1-p1				
OG0022028					MGG_15858-t26_1-p1				
OG0022029					MGG_15859-t26_1-p1				
OG0022030					MGG_15862-t26_1-p1				
OG0022031					MGG_15863-t26_1-p1				
OG0022032					MGG_15864-t26_1-p1				
OG0022033					MGG_15869-t26_1-p1				
OG0022034					MGG_15870-t26_1-p1				
OG0022035					MGG_15871-t26_1-p1				
OG0022036					MGG_15872-t26_1-p1				
OG0022037					MGG_15873-t26_1-p1				
OG0022038					MGG_15875-t26_1-p1				
OG0022039					MGG_15876-t26_1-p1				
OG0022040					MGG_15877-t26_1-p1				
OG0022041					MGG_15878-t26_1-p1				
OG0022042					MGG_15879-t26_1-p1				
OG0022043					MGG_15880-t26_1-p1				
OG0022044					MGG_15881-t26_1-p1				
OG0022045					MGG_15882-t26_1-p1				
OG0022046					MGG_15883-t26_1-p1				
OG0022047					MGG_15884-t26_1-p1				
OG0022048					MGG_15887-t26_1-p1				
OG0022049					MGG_15889-t26_1-p1				
OG0022050					MGG_15890-t26_1-p1				
OG0022051					MGG_15891-t26_1-p1				
OG0022052					MGG_15892-t26_1-p1				
OG0022053					MGG_15893-t26_1-p1				
OG0022054					MGG_15894-t26_1-p1				
OG0022055					MGG_15896-t26_1-p1				
OG0022056					MGG_15897-t26_1-p1				
OG0022057					MGG_15898-t26_1-p1				
OG0022058					MGG_15900-t26_1-p1				
OG0022059					MGG_15902-t26_1-p1				
OG0022060					MGG_15903-t26_1-p1				
OG0022061					MGG_15904-t26_1-p1				
OG0022062					MGG_15905-t26_1-p1				
OG0022063					MGG_15906-t26_1-p1				
OG0022064					MGG_15907-t26_1-p1				
OG0022065					MGG_15908-t26_1-p1				
OG0022066					MGG_15909-t26_1-p1				
OG0022067					MGG_15910-t26_1-p1				
OG0022068					MGG_15911-t26_1-p1				
OG0022069					MGG_15912-t26_1-p1				
OG0022070					MGG_15913-t26_1-p1				
OG0022071					MGG_15916-t26_1-p1				
OG0022072					MGG_15919-t26_1-p1				
OG0022073					MGG_15920-t26_1-p1				
OG0022074					MGG_15922-t26_1-p1				
OG0022075					MGG_15923-t26_1-p1				
OG0022076					MGG_15924-t26_1-p1				
OG0022077					MGG_15925-t26_1-p1				
OG0022078					MGG_15926-t26_1-p1				
OG0022079					MGG_15928-t26_1-p1				
OG0022080					MGG_15929-t26_1-p1				
OG0022081					MGG_15930-t26_1-p1				
OG0022082					MGG_15931-t26_1-p1				
OG0022083					MGG_15932-t26_1-p1				
OG0022084					MGG_15934-t26_1-p1				
OG0022085					MGG_15935-t26_1-p1				
OG0022086					MGG_15937-t26_1-p1				
OG0022087					MGG_15938-t26_1-p1				
OG0022088					MGG_15939-t26_1-p1				
OG0022089					MGG_15940-t26_1-p1				
OG0022090					MGG_15941-t26_1-p1				
OG0022091					MGG_15942-t26_1-p1				
OG0022092					MGG_15943-t26_1-p1				
OG0022093					MGG_15944-t26_1-p1				
OG0022094					MGG_15945-t26_1-p1				
OG0022095					MGG_15946-t26_1-p1				
OG0022096					MGG_15947-t26_1-p1				
OG0022097					MGG_15948-t26_1-p1				
OG0022098					MGG_15949-t26_1-p1				
OG0022099					MGG_15952-t26_1-p1				
OG0022100					MGG_15953-t26_1-p1				
OG0022101					MGG_15954-t26_1-p1				
OG0022102					MGG_15955-t26_1-p1				
OG0022103					MGG_15956-t26_1-p1				
OG0022104					MGG_15957-t26_1-p1				
OG0022105					MGG_15958-t26_1-p1				
OG0022106					MGG_15959-t26_1-p1				
OG0022107					MGG_15960-t26_1-p1				
OG0022108					MGG_15961-t26_1-p1				
OG0022109					MGG_15962-t26_1-p1				
OG0022110					MGG_15963-t26_1-p1				
OG0022111					MGG_15964-t26_1-p1				
OG0022112					MGG_15966-t26_1-p1				
OG0022113					MGG_15970-t26_1-p1				
OG0022114					MGG_15971-t26_1-p1				
OG0022115					MGG_15972-t26_1-p1				
OG0022116					MGG_15973-t26_1-p1				
OG0022117					MGG_15977-t26_1-p1				
OG0022118					MGG_15978-t26_1-p1				
OG0022119					MGG_15981-t26_1-p1				
OG0022120					MGG_04846-t26_1-p1				
OG0022121					MGG_04851-t26_1-p1				
OG0022122					MGG_04864-t26_1-p1				
OG0022123					MGG_04875-t26_1-p1				
OG0022124					MGG_04889-t26_1-p1				
OG0022125					MGG_04891-t26_1-p1				
OG0022126					MGG_04892-t26_1-p1				
OG0022127					MGG_04907-t26_1-p1				
OG0022128					MGG_04915-t26_1-p1				
OG0022129					MGG_04916-t26_1-p1				
OG0022130					MGG_04922-t26_1-p1				
OG0022131					MGG_04925-t26_1-p1				
OG0022132					MGG_04959-t26_1-p1				
OG0022133					MGG_04963-t26_1-p1				
OG0022134					MGG_04992-t26_1-p1				
OG0022135					MGG_05000-t26_1-p1				
OG0022136					MGG_05012-t26_1-p1				
OG0022137					MGG_05013-t26_1-p1				
OG0022138					MGG_05016-t26_1-p1				
OG0022139					MGG_05028-t26_1-p1				
OG0022140					MGG_05035-t26_1-p1				
OG0022141					MGG_05037-t26_1-p1				
OG0022142					MGG_05039-t26_1-p1				
OG0022143					MGG_05069-t26_1-p1				
OG0022144					MGG_05080-t26_1-p1				
OG0022145					MGG_05081-t26_1-p1				
OG0022146					MGG_05091-t26_1-p1				
OG0022147					MGG_05108-t26_1-p1				
OG0022148					MGG_05119-t26_1-p1				
OG0022149					MGG_05120-t26_1-p1				
OG0022150					MGG_05121-t26_1-p1				
OG0022151					MGG_05127-t26_1-p1				
OG0022152					MGG_05129-t26_1-p1				
OG0022153					MGG_05148-t26_1-p1				
OG0022154					MGG_05149-t26_1-p1				
OG0022155					MGG_05161-t26_1-p1				
OG0022156					MGG_05162-t26_1-p1				
OG0022157					MGG_05192-t26_1-p1				
OG0022158					MGG_05308-t26_1-p1				
OG0022159					MGG_05327-t26_1-p1				
OG0022160					MGG_05330-t26_1-p1				
OG0022161					MGG_05779-t26_1-p1				
OG0022162					MGG_05787-t26_1-p1				
OG0022163					MGG_05789-t26_1-p1				
OG0022164					MGG_05792-t26_1-p1				
OG0022165					MGG_05795-t26_1-p1				
OG0022166					MGG_05803-t26_1-p1				
OG0022167					MGG_05816-t26_1-p1				
OG0022168					MGG_05818-t26_1-p1				
OG0022169					MGG_05821-t26_1-p1				
OG0022170					MGG_05831-t26_1-p1				
OG0022171					MGG_05832-t26_1-p1				
OG0022172					MGG_05841-t26_1-p1				
OG0022173					MGG_05852-t26_1-p1				
OG0022174					MGG_05853-t26_1-p1				
OG0022175					MGG_05861-t26_1-p1				
OG0022176					MGG_05870-t26_1-p1				
OG0022177					MGG_05874-t26_1-p1				
OG0022178					MGG_05879-t26_1-p1				
OG0022179					MGG_05883-t26_1-p1				
OG0022180					MGG_05883-t26_2-p1				
OG0022181					MGG_05887-t26_1-p1				
OG0022182					MGG_05892-t26_1-p1				
OG0022183					MGG_05893-t26_1-p1				
OG0022184					MGG_05896-t26_1-p1				
OG0022185					MGG_05897-t26_1-p1				
OG0022186					MGG_05907-t26_1-p1				
OG0022187					MGG_05911-t26_1-p1				
OG0022188					MGG_05913-t26_1-p1				
OG0022189					MGG_05924-t26_1-p1				
OG0022190					MGG_05925-t26_1-p1				
OG0022191					MGG_05943-t26_1-p1				
OG0022192					MGG_05961-t26_1-p1				
OG0022193					MGG_05967-t26_1-p1				
OG0022194					MGG_05972-t26_1-p1				
OG0022195					MGG_05978-t26_1-p1				
OG0022196					MGG_05982-t26_1-p1				
OG0022197					MGG_05987-t26_1-p1				
OG0022198					MGG_06007-t26_1-p1				
OG0022199					MGG_06031-t26_1-p1				
OG0022200					MGG_06123-t26_1-p1				
OG0022201					MGG_06144-t26_1-p1				
OG0022202					MGG_06178-t26_1-p1				
OG0022203					MGG_06181-t26_1-p1				
OG0022204					MGG_06195-t26_1-p1				
OG0022205					MGG_06207-t26_1-p1				
OG0022206					MGG_07372-t26_1-p1				
OG0022207					MGG_07373-t26_1-p1				
OG0022208					MGG_07376-t26_1-p1				
OG0022209					MGG_07377-t26_1-p1				
OG0022210					MGG_07390-t26_1-p1				
OG0022211					MGG_07398-t26_1-p1				
OG0022212					MGG_07411-t26_1-p1				
OG0022213					MGG_07413-t26_1-p1				
OG0022214					MGG_07421-t26_1-p1				
OG0022215					MGG_07423-t26_1-p1				
OG0022216					MGG_07426-t26_1-p1				
OG0022217					MGG_07432-t26_1-p1				
OG0022218					MGG_07448-t26_1-p1				
OG0022219					MGG_07452-t26_1-p1				
OG0022220					MGG_07490-t26_1-p1				
OG0022221					MGG_07506-t26_1-p1				
OG0022222					MGG_07510-t26_1-p1				
OG0022223					MGG_07533-t26_1-p1				
OG0022224					MGG_07538-t26_1-p1				
OG0022225					MGG_07544-t26_1-p1				
OG0022226					MGG_07555-t26_1-p1				
OG0022227					MGG_07557-t26_1-p1				
OG0022228					MGG_07558-t26_1-p1				
OG0022229					MGG_07560-t26_1-p1				
OG0022230					MGG_07586-t26_1-p1				
OG0022231					MGG_07591-t26_1-p1				
OG0022232					MGG_07598-t26_1-p1				
OG0022233					MGG_07599-t26_1-p1				
OG0022234					MGG_07600-t26_1-p1				
OG0022235					MGG_07604-t26_1-p1				
OG0022236					MGG_07605-t26_1-p1				
OG0022237					MGG_07608-t26_1-p1				
OG0022238					MGG_07609-t26_1-p1				
OG0022239					MGG_07610-t26_1-p1				
OG0022240					MGG_07614-t26_1-p1				
OG0022241					MGG_07615-t26_1-p1				
OG0022242					MGG_07622-t26_1-p1				
OG0022243					MGG_07624-t26_1-p1				
OG0022244					MGG_07625-t26_1-p1				
OG0022245					MGG_07642-t26_1-p1				
OG0022246					MGG_07645-t26_1-p1				
OG0022247					MGG_07648-t26_1-p1				
OG0022248					MGG_07651-t26_1-p1				
OG0022249					MGG_07654-t26_1-p1				
OG0022250					MGG_07662-t26_1-p1				
OG0022251					MGG_07665-t26_1-p1				
OG0022252					MGG_07668-t26_1-p1				
OG0022253					MGG_07669-t26_1-p1				
OG0022254					MGG_07673-t26_1-p1				
OG0022255					MGG_07674-t26_1-p1				
OG0022256					MGG_07675-t26_1-p1				
OG0022257					MGG_07680-t26_1-p1				
OG0022258					MGG_07685-t26_1-p1				
OG0022259					MGG_07690-t26_1-p1				
OG0022260					MGG_07692-t26_1-p1				
OG0022261					MGG_07699-t26_1-p1				
OG0022262					MGG_07703-t26_1-p1				
OG0022263					MGG_07713-t26_1-p1				
OG0022264					MGG_07719-t26_1-p1				
OG0022265					MGG_07725-t26_1-p1				
OG0022266					MGG_07726-t26_1-p1				
OG0022267					MGG_07732-t26_1-p1				
OG0022268					MGG_07746-t26_1-p1				
OG0022269					MGG_07748-t26_1-p1				
OG0022270					MGG_07758-t26_1-p1				
OG0022271					MGG_07759-t26_1-p1				
OG0022272					MGG_07762-t26_1-p1				
OG0022273					MGG_07765-t26_1-p1				
OG0022274					MGG_07766-t26_1-p1				
OG0022275					MGG_07772-t26_1-p1				
OG0022276					MGG_07775-t26_1-p1				
OG0022277					MGG_07784-t26_1-p1				
OG0022278					MGG_07788-t26_1-p1				
OG0022279					MGG_07804-t26_1-p1				
OG0022280					MGG_07810-t26_1-p1				
OG0022281					MGG_07811-t26_1-p1				
OG0022282					MGG_07812-t26_1-p1				
OG0022283					MGG_07814-t26_1-p1				
OG0022284					MGG_07817-t26_1-p1				
OG0022285					MGG_07834-t26_1-p1				
OG0022286					MGG_07836-t26_1-p1				
OG0022287					MGG_07847-t26_1-p1				
OG0022288					MGG_07853-t26_1-p1				
OG0022289					MGG_07854-t26_1-p1				
OG0022290					MGG_07859-t26_1-p1				
OG0022291					MGG_07866-t26_1-p1				
OG0022292					MGG_07867-t26_1-p1				
OG0022293					MGG_07869-t26_1-p1				
OG0022294					MGG_07872-t26_1-p1				
OG0022295					MGG_07873-t26_1-p1				
OG0022296					MGG_07876-t26_1-p1				
OG0022297					MGG_07878-t26_1-p1				
OG0022298					MGG_07880-t26_1-p1				
OG0022299					MGG_07881-t26_1-p1				
OG0022300					MGG_07886-t26_1-p1				
OG0022301					MGG_07888-t26_1-p1				
OG0022302					MGG_07897-t26_1-p1				
OG0022303					MGG_07898-t26_1-p1				
OG0022304					MGG_07899-t26_1-p1				
OG0022305					MGG_07900-t26_1-p1				
OG0022306					MGG_07903-t26_1-p1				
OG0022307					MGG_07904-t26_1-p1				
OG0022308					MGG_07905-t26_1-p1				
OG0022309					MGG_07919-t26_1-p1				
OG0022310					MGG_07924-t26_1-p1				
OG0022311					MGG_07934-t26_1-p1				
OG0022312					MGG_07950-t26_1-p1				
OG0022313					MGG_07952-t26_1-p1				
OG0022314					MGG_07953-t26_1-p1				
OG0022315					MGG_07959-t26_1-p1				
OG0022316					MGG_07960-t26_1-p1				
OG0022317					MGG_07972-t26_1-p1				
OG0022318					MGG_07975-t26_1-p1				
OG0022319					MGG_09064-t26_1-p1				
OG0022320					MGG_09086-t26_1-p1				
OG0022321					MGG_09087-t26_1-p1				
OG0022322					MGG_09094-t26_1-p1				
OG0022323					MGG_09099-t26_1-p1				
OG0022324					MGG_09106-t26_1-p1				
OG0022325					MGG_09110-t26_1-p1				
OG0022326					MGG_09144-t26_1-p1				
OG0022327					MGG_09150-t26_1-p1				
OG0022328					MGG_09150-t26_2-p1				
OG0022329					MGG_09478-t26_1-p1				
OG0022330					MGG_09490-t26_1-p1				
OG0022331					MGG_09491-t26_1-p1				
OG0022332					MGG_09496-t26_1-p1				
OG0022333					MGG_09500-t26_1-p1				
OG0022334					MGG_09543-t26_1-p1				
OG0022335					MGG_09569-t26_1-p1				
OG0022336					MGG_09571-t26_1-p1				
OG0022337					MGG_10846-t26_1-p1				
OG0022338					MGG_10848-t26_1-p1				
OG0022339					MGG_10939-t26_1-p1				
OG0022340					MGG_11030-t26_1-p1				
OG0022341					MGG_12887-t26_1-p1				
OG0022342					MGG_12897-t26_1-p1				
OG0022343					MGG_12902-t26_1-p1				
OG0022344					MGG_12937-t26_1-p1				
OG0022345					MGG_12942-t26_1-p1				
OG0022346					MGG_12946-t26_1-p1				
OG0022347					MGG_12954-t26_1-p1				
OG0022348					MGG_12967-t26_1-p1				
OG0022349					MGG_12974-t26_1-p1				
OG0022350					MGG_13009-t26_1-p1				
OG0022351					MGG_13180-t26_1-p1				
OG0022352					MGG_13182-t26_1-p1				
OG0022353					MGG_13198-t26_1-p1				
OG0022354					MGG_13220-t26_1-p1				
OG0022355					MGG_13220-t26_2-p1				
OG0022356					MGG_13248-t26_1-p1				
OG0022357					MGG_13255-t26_1-p1				
OG0022358					MGG_13256-t26_1-p1				
OG0022359					MGG_13276-t26_1-p1				
OG0022360					MGG_13283-t26_1-p1				
OG0022361					MGG_13289-t26_1-p1				
OG0022362					MGG_13325-t26_1-p1				
OG0022363					MGG_13331-t26_1-p1				
OG0022364					MGG_13346-t26_1-p1				
OG0022365					MGG_13365-t26_1-p1				
OG0022366					MGG_13374-t26_1-p1				
OG0022367					MGG_13405-t26_1-p1				
OG0022368					MGG_13420-t26_1-p1				
OG0022369					MGG_13427-t26_1-p1				
OG0022370					MGG_13430-t26_1-p1				
OG0022371					MGG_13836-t26_1-p1				
OG0022372					MGG_13852-t26_1-p1				
OG0022373					MGG_13857-t26_1-p1				
OG0022374					MGG_13863-t26_1-p1				
OG0022375					MGG_13868-t26_1-p1				
OG0022376					MGG_13874-t26_1-p1				
OG0022377					MGG_13880-t26_1-p1				
OG0022378					MGG_13884-t26_1-p1				
OG0022379					MGG_13902-t26_1-p1				
OG0022380					MGG_13904-t26_1-p1				
OG0022381					MGG_13907-t26_1-p1				
OG0022382					MGG_13908-t26_1-p1				
OG0022383					MGG_13916-t26_1-p1				
OG0022384					MGG_13923-t26_1-p1				
OG0022385					MGG_13924-t26_1-p1				
OG0022386					MGG_14463-t26_1-p1				
OG0022387					MGG_14523-t26_1-p1				
OG0022388					MGG_15109-t26_1-p1				
OG0022389					MGG_15112-t26_1-p1				
OG0022390					MGG_15115-t26_1-p1				
OG0022391					MGG_15117-t26_1-p1				
OG0022392					MGG_15119-t26_1-p1				
OG0022393					MGG_15120-t26_1-p1				
OG0022394					MGG_15124-t26_1-p1				
OG0022395					MGG_15125-t26_1-p1				
OG0022396					MGG_15126-t26_1-p1				
OG0022397					MGG_15129-t26_1-p1				
OG0022398					MGG_15135-t26_1-p1				
OG0022399					MGG_15141-t26_1-p1				
OG0022400					MGG_15187-t26_1-p1				
OG0022401					MGG_15188-t26_1-p1				
OG0022402					MGG_15194-t26_1-p1				
OG0022403					MGG_15196-t26_1-p1				
OG0022404					MGG_15197-t26_1-p1				
OG0022405					MGG_15198-t26_1-p1				
OG0022406					MGG_15199-t26_1-p1				
OG0022407					MGG_15200-t26_1-p1				
OG0022408					MGG_15204-t26_1-p1				
OG0022409					MGG_15207-t26_1-p1				
OG0022410					MGG_15208-t26_1-p1				
OG0022411					MGG_15213-t26_1-p1				
OG0022412					MGG_15214-t26_1-p1				
OG0022413					MGG_15216-t26_1-p1				
OG0022414					MGG_15220-t26_1-p1				
OG0022415					MGG_15225-t26_1-p1				
OG0022416					MGG_15228-t26_1-p1				
OG0022417					MGG_15231-t26_1-p1				
OG0022418					MGG_15232-t26_1-p1				
OG0022419					MGG_15235-t26_1-p1				
OG0022420					MGG_15236-t26_1-p1				
OG0022421					MGG_15240-t26_1-p1				
OG0022422					MGG_15243-t26_1-p1				
OG0022423					MGG_15249-t26_1-p1				
OG0022424					MGG_15254-t26_1-p1				
OG0022425					MGG_15263-t26_1-p1				
OG0022426					MGG_15265-t26_1-p1				
OG0022427					MGG_15266-t26_1-p1				
OG0022428					MGG_15270-t26_1-p1				
OG0022429					MGG_16582-t26_1-p1				
OG0022430					MGG_16583-t26_1-p1				
OG0022431					MGG_16585-t26_1-p1				
OG0022432					MGG_16586-t26_1-p1				
OG0022433					MGG_16587-t26_1-p1				
OG0022434					MGG_16588-t26_1-p1				
OG0022435					MGG_16589-t26_1-p1				
OG0022436					MGG_16591-t26_1-p1				
OG0022437					MGG_16592-t26_1-p1				
OG0022438					MGG_16593-t26_1-p1				
OG0022439					MGG_16594-t26_1-p1				
OG0022440					MGG_16597-t26_1-p1				
OG0022441					MGG_16598-t26_1-p1				
OG0022442					MGG_16599-t26_1-p1				
OG0022443					MGG_16600-t26_1-p1				
OG0022444					MGG_16602-t26_1-p1				
OG0022445					MGG_16603-t26_1-p1				
OG0022446					MGG_16604-t26_1-p1				
OG0022447					MGG_16605-t26_1-p1				
OG0022448					MGG_16606-t26_1-p1				
OG0022449					MGG_16607-t26_1-p1				
OG0022450					MGG_16608-t26_1-p1				
OG0022451					MGG_16609-t26_1-p1				
OG0022452					MGG_16610-t26_1-p1				
OG0022453					MGG_16611-t26_1-p1				
OG0022454					MGG_16612-t26_1-p1				
OG0022455					MGG_16613-t26_1-p1				
OG0022456					MGG_16614-t26_1-p1				
OG0022457					MGG_16615-t26_1-p1				
OG0022458					MGG_16616-t26_1-p1				
OG0022459					MGG_16617-t26_1-p1				
OG0022460					MGG_16618-t26_1-p1				
OG0022461					MGG_16619-t26_1-p1				
OG0022462					MGG_16620-t26_1-p1				
OG0022463					MGG_16621-t26_1-p1				
OG0022464					MGG_16622-t26_1-p1				
OG0022465					MGG_16623-t26_1-p1				
OG0022466					MGG_16624-t26_1-p1				
OG0022467					MGG_16625-t26_1-p1				
OG0022468					MGG_16626-t26_1-p1				
OG0022469					MGG_16627-t26_1-p1				
OG0022470					MGG_16628-t26_1-p1				
OG0022471					MGG_16631-t26_1-p1				
OG0022472					MGG_16632-t26_1-p1				
OG0022473					MGG_16633-t26_1-p1				
OG0022474					MGG_16634-t26_1-p1				
OG0022475					MGG_16635-t26_1-p1				
OG0022476					MGG_16636-t26_1-p1				
OG0022477					MGG_16637-t26_1-p1				
OG0022478					MGG_16638-t26_1-p1				
OG0022479					MGG_16639-t26_1-p1				
OG0022480					MGG_16639-t26_2-p1				
OG0022481					MGG_16640-t26_1-p1				
OG0022482					MGG_16641-t26_1-p1				
OG0022483					MGG_16642-t26_1-p1				
OG0022484					MGG_16643-t26_1-p1				
OG0022485					MGG_16644-t26_1-p1				
OG0022486					MGG_16645-t26_1-p1				
OG0022487					MGG_16646-t26_1-p1				
OG0022488					MGG_16647-t26_1-p1				
OG0022489					MGG_16650-t26_1-p1				
OG0022490					MGG_16651-t26_1-p1				
OG0022491					MGG_16652-t26_1-p1				
